Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee,date,win,form_last_5,Control Time Sec,Total_fight_length_sec,landed_sig_str,atmp_sig_str,landed_total_str,atmp_total_str,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,sig_str_lpm,total_str_lpm,head_lpm,body_lpm,leg_lpm,distance_lpm,clinch_lpm,ground_lpm,sig_str_acc,total_str_acc,td_acc,head_acc,body_acc,leg_acc,distance_acc,clinch_acc,ground_acc,KD_rolling_mean,Sub. Att_rolling_mean,Reversal_rolling_mean,Control Time Sec_rolling_mean,Total_fight_length_sec_rolling_mean,landed_sig_str_rolling_mean,atmp_sig_str_rolling_mean,landed_total_str_rolling_mean,atmp_total_str_rolling_mean,landed_td_rolling_mean,atmp_td_rolling_mean,landed_head_rolling_mean,atmp_head_rolling_mean,landed_body_rolling_mean,atmp_body_rolling_mean,landed_leg_rolling_mean,atmp_leg_rolling_mean,landed_distance_rolling_mean,atmp_distance_rolling_mean,landed_clinch_rolling_mean,atmp_clinch_rolling_mean,landed_ground_rolling_mean,atmp_ground_rolling_mean,sig_str_lpm_rolling_mean,total_str_lpm_rolling_mean,head_lpm_rolling_mean,body_lpm_rolling_mean,leg_lpm_rolling_mean,distance_lpm_rolling_mean,clinch_lpm_rolling_mean,ground_lpm_rolling_mean
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov - Ben Rothwell,Blagoy Ivanov,Heavyweight,W,0,72 of 178,73 of 179,0 of 0,0,0,0:00,50 of 156,19 of 19,3 of 3,70 of 175,2 of 3,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,6,1,3.0,0,300,72,178,73,179,0,0,50,156,19,19,3,3,70,175,2,3,0,0,14.4,14.6,10.0,3.8,0.6,14.0,0.4,0.0,0.4044943820224719,0.40782122905027934,0.0,0.32051282051282054,1.0,1.0,0.4,0.6666666666666666,0.0,0.2,0.2,0.0,131.6,300.0,58.6,118.4,72.2,133.0,1.2,3.0,45.4,104.0,12.0,13.2,1.2,1.2,50.0,107.0,7.0,9.6,1.6,1.8,11.719999999999999,14.440000000000001,9.080000000000002,2.4,0.24,10.000000000000002,1.4,0.31999999999999995
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov - Ben Rothwell,Ben Rothwell,Heavyweight,L,0,70 of 163,70 of 163,0 of 0,0,0,0:00,47 of 135,6 of 10,17 of 18,69 of 162,1 of 1,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,6,0,2.0,0,300,70,163,70,163,0,0,47,135,6,10,17,18,69,162,1,1,0,0,14.0,14.0,9.4,1.2,3.4,13.8,0.2,0.0,0.4294478527607362,0.4294478527607362,0.0,0.34814814814814815,0.6,0.9444444444444444,0.42592592592592593,1.0,0.0,0.2,0.0,0.0,156.0,299.4,68.6,165.4,79.4,177.8,0.2,1.0,48.6,141.8,11.8,15.0,8.2,8.6,58.0,148.6,9.2,15.2,1.4,1.6,13.743434343434341,15.908686868686868,9.736565656565656,2.365252525252525,1.6416161616161618,11.613333333333333,1.8480808080808078,0.282020202020202
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson - Julian Erosa,Grant Dawson,Featherweight,W,0,57 of 128,86 of 166,6 of 11,1,0,10:07,48 of 115,2 of 5,7 of 8,28 of 75,5 of 12,24 of 41,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,11,1,5.0,607,300,57,128,86,166,6,11,48,115,2,5,7,8,28,75,5,12,24,41,11.4,17.2,9.6,0.4,1.4,5.6,1.0,4.8,0.4453125,0.5180722891566265,0.5454545454545454,0.41739130434782606,0.4,0.875,0.37333333333333335,0.4166666666666667,0.5853658536585366,0.0,1.0,0.0,432.8,228.8,39.6,81.0,74.6,126.2,2.8,8.6,22.4,58.0,8.6,12.8,8.6,10.2,25.0,58.6,5.0,7.2,9.6,15.2,10.286970172684459,19.808400791754828,6.01112006006416,2.3051177394034537,1.9707323732168447,5.711353491229268,1.4591631970513956,3.1164534844037943
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson - Julian Erosa,Julian Erosa,Featherweight,L,0,49 of 85,70 of 109,0 of 0,1,0,0:17,37 of 67,9 of 15,3 of 3,30 of 62,8 of 10,11 of 13,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,13,0,2.0,17,300,49,85,70,109,0,0,37,67,9,15,3,3,30,62,8,10,11,13,9.8,14.0,7.4,1.8,0.6,6.0,1.6,2.2,0.5764705882352941,0.6422018348623854,0.0,0.5522388059701493,0.6,1.0,0.4838709677419355,0.8,0.8461538461538461,0.2,0.4,0.0,24.8,145.2,44.0,98.8,50.0,105.6,0.6,1.2,27.4,74.4,10.0,16.8,6.6,7.6,35.0,85.8,6.6,10.2,2.4,2.8,18.68192943632967,20.573459021088162,11.451224284063246,4.297126353333766,2.933578798932657,15.448461418556438,2.579182303487517,0.6542857142857142
UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos - Curtis Millender,Elizeu Zaleski dos Santos,Welterweight,W,0,6 of 9,10 of 13,1 of 1,1,0,2:08,4 of 6,1 of 1,1 of 2,3 of 4,0 of 0,3 of 5,Submission,"Time:
        
        2:35","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds,9,1,3.0,128,155,6,9,10,13,1,1,4,6,1,1,1,2,3,4,0,0,3,5,2.32258064516129,3.8709677419354835,1.5483870967741935,0.3870967741935484,0.3870967741935484,1.161290322580645,0.0,1.161290322580645,0.6666666666666666,0.7692307692307693,1.0,0.6666666666666666,1.0,0.5,0.75,0.0,0.6,0.0,0.2,0.0,95.0,269.2,63.4,144.4,70.4,152.2,0.6,2.8,34.2,102.6,17.2,26.6,12.0,15.2,51.4,128.0,8.4,12.0,3.6,4.4,12.971320252743599,14.522234785500498,7.018131027602261,3.5033987362820085,2.4497904888593283,10.455350848021283,1.683711340206186,0.832258064516129
UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos - Curtis Millender,Curtis Millender,Welterweight,L,0,0 of 1,0 of 1,0 of 0,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,Submission,"Time:
        
        2:35","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds,1,0,0.0,0,155,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.5,24.0,48.5,25.0,49.5,0.0,0.0,9.5,31.0,3.5,6.0,11.0,11.5,23.0,47.5,1.0,1.0,0.0,0.0,4.8,5.0,1.9,0.7,2.2,4.6,0.2,0.0
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin - Sergio Moraes,Anthony Rocco Martin,Welterweight,W,0,50 of 152,70 of 172,0 of 0,0,1,2:12,29 of 123,4 of 5,17 of 24,48 of 150,2 of 2,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds,3,1,2.0,132,300,50,152,70,172,0,0,29,123,4,5,17,24,48,150,2,2,0,0,10.0,14.0,5.8,0.8,3.4,9.6,0.4,0.0,0.32894736842105265,0.4069767441860465,0.0,0.23577235772357724,0.8,0.7083333333333334,0.32,1.0,0.0,0.0,0.5,0.25,127.75,300.0,37.5,117.25,50.0,130.0,0.25,0.5,22.5,98.25,3.75,5.25,11.25,13.75,34.75,113.25,1.5,2.0,1.25,2.0,7.5,10.0,4.5,0.75,2.25,6.95,0.3,0.25
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin - Sergio Moraes,Sergio Moraes,Welterweight,L,0,19 of 83,24 of 88,3 of 3,0,0,1:27,13 of 75,5 of 7,1 of 1,19 of 82,0 of 0,0 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds,2,0,0.0,87,300,19,83,24,88,3,3,13,75,5,7,1,1,19,82,0,0,0,1,3.8,4.8,2.6,1.0,0.2,3.8,0.0,0.0,0.2289156626506024,0.2727272727272727,1.0,0.17333333333333334,0.7142857142857143,1.0,0.23170731707317074,0.0,0.0,0.0,0.0,0.0,74.66666666666667,270.6666666666667,26.666666666666668,81.33333333333333,28.666666666666668,83.33333333333333,1.3333333333333333,2.3333333333333335,20.333333333333332,72.66666666666667,5.0,7.333333333333333,1.3333333333333333,1.3333333333333333,26.333333333333332,80.0,0.3333333333333333,1.0,0.0,0.3333333333333333,6.013717500674022,6.424270911227434,4.5952060473799605,1.1183532487880312,0.3001582045060306,5.934666117274813,0.07905138339920949,0.0
UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch - Omari Akhmedov,Tim Boetsch,Middleweight,L,0,41 of 97,64 of 121,0 of 2,0,0,0:02,20 of 66,12 of 20,9 of 11,32 of 85,9 of 12,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,0,0,0.0,2,300,41,97,64,121,0,2,20,66,12,20,9,11,32,85,9,12,0,0,8.2,12.8,4.0,2.4,1.8,6.4,1.8,0.0,0.422680412371134,0.5289256198347108,0.0,0.30303030303030304,0.6,0.8181818181818182,0.3764705882352941,0.75,0.0,0.0,0.0,0.0,2.0,300.0,41.0,97.0,64.0,121.0,0.0,2.0,20.0,66.0,12.0,20.0,9.0,11.0,32.0,85.0,9.0,12.0,0.0,0.0,8.2,12.8,4.0,2.4,1.8,6.4,1.8,0.0
UFC Fight Night: Lewis vs. Dos Santos,Tim Boetsch - Omari Akhmedov,Omari Akhmedov,Middleweight,W,0,52 of 135,58 of 141,0 of 2,0,0,3:14,32 of 110,13 of 17,7 of 8,35 of 113,17 of 22,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,5,1,4.0,194,300,52,135,58,141,0,2,32,110,13,17,7,8,35,113,17,22,0,0,10.4,11.6,6.4,2.6,1.4,7.0,3.4,0.0,0.3851851851851852,0.41134751773049644,0.0,0.2909090909090909,0.7647058823529411,0.875,0.30973451327433627,0.7727272727272727,0.0,0.0,0.2,0.0,174.8,260.2,38.2,101.4,61.4,127.2,2.0,4.4,27.0,84.8,7.2,12.4,4.0,4.2,25.8,84.0,6.4,8.4,6.0,9.0,9.61029702970297,18.033267326732673,7.212673267326733,1.5188118811881188,0.8788118811881187,5.475247524752475,1.28,2.8550495049504954
UFC Fight Night: Lewis vs. Dos Santos,Louis Smolka - Matt Schnell,Louis Smolka,Bantamweight,L,0,13 of 24,14 of 25,0 of 0,0,0,1:18,9 of 17,1 of 2,3 of 5,12 of 23,0 of 0,1 of 1,Submission,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marcio Laselva,5,0,2.0,78,198,13,24,14,25,0,0,9,17,1,2,3,5,12,23,0,0,1,1,3.9393939393939394,4.242424242424242,2.7272727272727275,0.30303030303030304,0.9090909090909092,3.6363636363636367,0.0,0.30303030303030304,0.5416666666666666,0.56,0.0,0.5294117647058824,0.5,0.6,0.5217391304347826,0.0,1.0,0.2,0.0,0.0,31.2,184.2,34.4,66.0,35.8,68.8,0.6,1.0,16.0,39.2,14.8,22.6,3.6,4.2,27.6,56.4,4.2,5.0,2.6,4.6,11.976712967595201,12.52416629950083,5.555540342309733,4.87673303737719,1.5444395879082782,9.084488867122245,1.764951373200229,1.1272727272727272
UFC Fight Night: Lewis vs. Dos Santos,Louis Smolka - Matt Schnell,Matt Schnell,Bantamweight,W,0,14 of 40,16 of 42,1 of 1,2,0,0:28,11 of 35,2 of 4,1 of 1,13 of 39,1 of 1,0 of 0,Submission,"Time:
        
        3:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marcio Laselva,9,1,3.0,28,198,14,40,16,42,1,1,11,35,2,4,1,1,13,39,1,1,0,0,4.242424242424242,4.848484848484849,3.3333333333333335,0.6060606060606061,0.30303030303030304,3.9393939393939394,0.30303030303030304,0.0,0.35,0.38095238095238093,1.0,0.3142857142857143,0.5,1.0,0.3333333333333333,1.0,0.0,0.2,0.6,0.0,16.4,194.4,26.8,70.2,30.8,74.4,0.2,0.4,21.4,62.6,3.4,5.2,2.0,2.4,25.4,68.2,0.6,0.6,0.8,1.4,6.690698793993347,7.780956736681745,5.268875154488679,0.8832540516378138,0.5385695878668548,6.277603041767565,0.14060606060606062,0.2724896916197224
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau - Yana Santos,Marion Reneau,Women's Bantamweight,L,0,58 of 142,64 of 148,1 of 1,0,0,0:20,42 of 121,10 of 14,6 of 7,54 of 133,2 of 3,2 of 6,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Nick Berens,3,0,0.0,20,300,58,142,64,148,1,1,42,121,10,14,6,7,54,133,2,3,2,6,11.6,12.8,8.4,2.0,1.2,10.8,0.4,0.4,0.4084507042253521,0.43243243243243246,1.0,0.34710743801652894,0.7142857142857143,0.8571428571428571,0.40601503759398494,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,95.75,253.25,39.75,96.5,63.0,120.75,1.25,2.25,23.0,75.0,11.0,15.0,5.75,6.5,29.0,80.0,9.5,13.5,1.25,3.0,10.01858407079646,16.571681415929206,5.923893805309735,2.779203539823009,1.3154867256637168,7.041150442477877,2.479203539823009,0.49823008849557526
UFC Fight Night: Lewis vs. Dos Santos,Marion Reneau - Yana Santos,Yana Santos,Women's Bantamweight,W,0,98 of 223,113 of 239,1 of 1,0,0,2:51,35 of 138,27 of 40,36 of 45,78 of 197,19 of 23,1 of 3,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Nick Berens,8,1,3.0,171,300,98,223,113,239,1,1,35,138,27,40,36,45,78,197,19,23,1,3,19.6,22.6,7.0,5.4,7.2,15.6,3.8,0.2,0.43946188340807174,0.47280334728033474,1.0,0.2536231884057971,0.675,0.8,0.39593908629441626,0.8260869565217391,0.3333333333333333,0.0,0.0,0.2,303.8,241.6,51.8,94.0,131.8,185.4,0.4,0.6,16.0,50.6,22.8,27.6,13.0,15.8,26.6,63.2,20.2,23.8,5.0,7.0,25.658181818181816,56.24363636363637,6.465454545454546,13.654545454545453,5.538181818181817,12.181818181818182,12.476363636363633,1.0
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene - Jeff Hughes,Maurice Greene,Heavyweight,W,0,70 of 161,72 of 163,0 of 0,0,0,0:19,42 of 114,10 of 20,18 of 27,58 of 145,12 of 16,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Nick Berens,6,1,3.0,19,300,70,161,72,163,0,0,42,114,10,20,18,27,58,145,12,16,0,0,14.0,14.4,8.4,2.0,3.6,11.6,2.4,0.0,0.43478260869565216,0.44171779141104295,0.0,0.3684210526315789,0.5,0.6666666666666666,0.4,0.75,0.0,0.4,0.2,0.0,21.8,230.2,38.2,86.4,44.2,92.6,0.0,0.0,18.8,58.8,6.6,10.8,12.8,16.8,33.8,79.0,4.0,6.0,0.4,1.4,9.505672754324028,10.828472616662205,4.424751831922155,1.673038507954854,3.4078824144470206,8.512329693517104,0.8832513176876585,0.11009174311926606
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene - Jeff Hughes,Jeff Hughes,Heavyweight,L,0,66 of 143,67 of 144,0 of 1,0,0,0:45,42 of 107,11 of 15,13 of 21,62 of 139,4 of 4,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Nick Berens,2,0,0.0,45,300,66,143,67,144,0,1,42,107,11,15,13,21,62,139,4,4,0,0,13.2,13.4,8.4,2.2,2.6,12.4,0.8,0.0,0.46153846153846156,0.4652777777777778,0.0,0.3925233644859813,0.7333333333333333,0.6190476190476191,0.4460431654676259,1.0,0.0,0.0,0.0,0.3333333333333333,40.333333333333336,276.0,33.333333333333336,73.66666666666667,38.333333333333336,79.33333333333333,0.0,0.3333333333333333,17.333333333333332,51.0,5.666666666666667,8.0,10.333333333333334,14.666666666666666,30.0,69.33333333333333,2.3333333333333335,2.6666666666666665,1.0,1.6666666666666667,6.666666666666667,7.666666666666667,3.466666666666667,1.1333333333333335,2.066666666666667,6.0,0.4666666666666666,0.19999999999999998
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis - Junior Dos Santos,Derrick Lewis,Heavyweight,L,0,7 of 25,7 of 25,0 of 0,0,0,0:02,2 of 17,3 of 6,2 of 2,7 of 24,0 of 0,0 of 1,KO/TKO,"Time:
        
        1:58","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean,13,0,4.0,2,118,7,25,7,25,0,0,2,17,3,6,2,2,7,24,0,0,0,1,3.5593220338983054,3.5593220338983054,1.0169491525423728,1.5254237288135595,1.0169491525423728,3.5593220338983054,0.0,0.0,0.28,0.28,0.0,0.11764705882352941,0.5,1.0,0.2916666666666667,0.0,0.0,0.4,0.0,0.2,66.2,165.0,20.0,41.6,21.6,43.4,0.4,1.0,15.0,34.4,4.2,6.0,0.8,1.2,7.4,23.2,6.2,10.8,6.4,7.6,23.728608592826173,24.048608592826174,21.789170561405488,1.6560482009122137,0.28338983050847455,4.9671467988062386,1.3395348837209302,17.421926910299007
UFC Fight Night: Lewis vs. Dos Santos,Derrick Lewis - Junior Dos Santos,Junior Dos Santos,Heavyweight,W,1,29 of 55,29 of 55,0 of 0,0,0,0:11,15 of 37,7 of 10,7 of 8,20 of 35,6 of 11,3 of 9,KO/TKO,"Time:
        
        1:58","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean,4,1,1.0,11,118,29,55,29,55,0,0,15,37,7,10,7,8,20,35,6,11,3,9,14.745762711864408,14.745762711864408,7.627118644067797,3.5593220338983054,3.5593220338983054,10.16949152542373,3.050847457627119,1.5254237288135595,0.5272727272727272,0.5272727272727272,0.0,0.40540540540540543,0.7,0.875,0.5714285714285714,0.5454545454545454,0.3333333333333333,0.2,0.0,0.0,2.2,127.2,14.8,34.0,15.0,34.2,0.0,0.2,6.2,22.2,5.2,7.4,3.4,4.4,13.0,30.0,1.2,2.2,0.6,1.8,6.9458793993094545,7.023801477231532,3.0246054430477023,2.165505758292825,1.755768197968927,6.030625162021319,0.6101694915254238,0.3050847457627119
UFC Fight Night: Lewis vs. Dos Santos,Alex White - Dan Moret,Alex White,Lightweight,W,0,49 of 82,70 of 104,2 of 3,3,0,3:27,31 of 63,17 of 18,1 of 1,27 of 51,22 of 31,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marcio Laselva,1,1,1.0,207,300,49,82,70,104,2,3,31,63,17,18,1,1,27,51,22,31,0,0,9.8,14.0,6.2,3.4,0.2,5.4,4.4,0.0,0.5975609756097561,0.6730769230769231,0.6666666666666666,0.49206349206349204,0.9444444444444444,1.0,0.5294117647058824,0.7096774193548387,0.0,0.0,1.5,0.0,134.0,300.0,52.0,107.5,68.0,125.0,1.0,7.0,34.0,82.5,16.0,22.5,2.0,2.5,31.5,79.0,20.0,28.0,0.5,0.5,10.4,13.6,6.800000000000001,3.2,0.4,6.300000000000001,4.0,0.1
UFC Fight Night: Lewis vs. Dos Santos,Alex White - Dan Moret,Dan Moret,Lightweight,L,0,42 of 88,50 of 96,1 of 9,0,0,7:35,29 of 71,6 of 9,7 of 8,16 of 51,20 of 30,6 of 7,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marcio Laselva,1,0,0.0,455,300,42,88,50,96,1,9,29,71,6,9,7,8,16,51,20,30,6,7,8.4,10.0,5.8,1.2,1.4,3.2,4.0,1.2,0.4772727272727273,0.5208333333333334,0.1111111111111111,0.4084507042253521,0.6666666666666666,0.875,0.3137254901960784,0.6666666666666666,0.8571428571428571,0.0,0.5,0.0,292.5,300.0,38.0,80.5,43.5,87.0,1.5,5.5,20.0,58.0,12.0,15.5,6.0,7.0,18.5,50.0,16.0,26.0,3.5,4.5,7.6,8.7,4.0,2.4,1.2,3.7,3.2,0.7
UFC 235: Jones vs. Smith,Edmen Shahbazyan - Charles Byrd,Edmen Shahbazyan,Middleweight,W,1,13 of 21,13 of 21,0 of 0,0,0,0:02,13 of 20,0 of 0,0 of 1,4 of 10,7 of 7,2 of 4,KO/TKO,"Time:
        
        0:38","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,11,1,3.0,2,38,13,21,13,21,0,0,13,20,0,0,0,1,4,10,7,7,2,4,20.526315789473685,20.526315789473685,20.526315789473685,0.0,0.0,6.315789473684211,11.052631578947368,3.1578947368421053,0.6190476190476191,0.6190476190476191,0.0,0.65,0.0,0.0,0.4,1.0,0.5,0.6,0.4,0.2,30.6,116.6,23.0,49.4,24.0,50.4,0.2,0.2,17.4,42.4,5.4,6.6,0.2,0.4,14.6,37.6,4.2,4.8,4.2,7.0,25.168633121264698,26.633248505880083,16.124342174116613,8.877624280481424,0.16666666666666669,15.779484425349088,6.647637775758076,2.7415109201575367
UFC 235: Jones vs. Smith,Edmen Shahbazyan - Charles Byrd,Charles Byrd,Middleweight,L,0,1 of 6,1 of 6,0 of 1,0,0,0:03,0 of 5,0 of 0,1 of 1,1 of 6,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:38","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,1,0,0.0,3,38,1,6,1,6,0,1,0,5,0,0,1,1,1,6,0,0,0,0,1.5789473684210527,1.5789473684210527,0.0,0.0,1.5789473684210527,1.5789473684210527,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,88.5,54.0,6.0,15.5,8.5,18.5,0.5,1.5,5.0,14.5,0.5,0.5,0.5,0.5,4.0,11.5,0.0,0.0,2.0,4.0,5.503759398496241,7.646616541353383,4.285714285714286,0.42857142857142855,0.7894736842105263,3.7894736842105265,0.0,1.7142857142857142
UFC 235: Jones vs. Smith,Polyana Viana - Hannah Cifers,Polyana Viana,Women's Strawweight,L,0,77 of 174,125 of 236,0 of 0,0,0,0:00,29 of 114,28 of 39,20 of 21,65 of 162,8 of 8,4 of 4,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,8,0,2.0,0,300,77,174,125,236,0,0,29,114,28,39,20,21,65,162,8,8,4,4,15.4,25.0,5.8,5.6,4.0,13.0,1.6,0.8,0.4425287356321839,0.5296610169491526,0.0,0.2543859649122807,0.717948717948718,0.9523809523809523,0.4012345679012346,1.0,1.0,0.0,1.2,0.0,14.0,196.0,25.4,61.0,68.2,112.8,0.2,0.4,10.6,42.6,8.6,11.6,6.2,6.8,21.0,55.8,2.2,3.0,2.2,2.2,5.892089498291884,16.428447771287324,2.5171681415929203,1.9157312252964427,1.4591901314025209,4.813505427495423,0.44000000000000006,0.6385840707964603
UFC 235: Jones vs. Smith,Polyana Viana - Hannah Cifers,Hannah Cifers,Women's Strawweight,W,1,67 of 155,91 of 182,0 of 0,0,0,4:38,21 of 83,31 of 48,15 of 24,54 of 138,8 of 8,5 of 9,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,5,1,2.0,278,300,67,155,91,182,0,0,21,83,31,48,15,24,54,138,8,8,5,9,13.4,18.2,4.2,6.2,3.0,10.8,1.6,1.0,0.432258064516129,0.5,0.0,0.25301204819277107,0.6458333333333334,0.625,0.391304347826087,1.0,0.5555555555555556,0.2,0.2,0.0,68.6,236.8,40.2,97.0,55.6,114.0,0.2,0.2,16.6,62.6,12.2,18.8,11.4,15.6,33.6,85.4,5.2,8.8,1.4,2.8,8.908464323201164,12.258829980935243,3.6488700383437225,2.7143448364500995,2.5452494484073434,7.2891373733479,1.3393269498532656,0.27999999999999997
UFC 235: Jones vs. Smith,Robbie Lawler - Ben Askren,Robbie Lawler,Welterweight,L,0,26 of 29,30 of 33,1 of 1,0,0,0:33,21 of 24,5 of 5,0 of 0,1 of 2,9 of 9,16 of 18,Submission,"Time:
        
        3:20","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,5,0,1.0,33,200,26,29,30,33,1,1,21,24,5,5,0,0,1,2,9,9,16,18,7.8,9.0,6.3,1.5,0.0,0.3,2.6999999999999997,4.8,0.896551724137931,0.9090909090909091,1.0,0.875,1.0,0.0,0.5,1.0,0.8888888888888888,0.0,0.0,0.2,28.0,226.2,68.4,120.6,73.0,125.6,0.2,0.4,50.6,100.8,13.4,15.4,4.4,4.4,51.8,101.2,12.2,14.4,4.4,5.0,44.83403230915427,45.83403230915427,31.137770034843214,10.48717770034843,3.2090845739626226,33.561324041811844,9.839980994615141,1.4327272727272728
UFC 235: Jones vs. Smith,Robbie Lawler - Ben Askren,Ben Askren,Welterweight,W,0,0 of 1,3 of 5,1 of 2,1,0,1:59,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,Submission,"Time:
        
        3:20","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,2,1,1.0,119,200,0,1,3,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,77.66666666666667,146.33333333333334,21.0,42.666666666666664,35.0,57.666666666666664,1.6666666666666667,3.0,18.0,39.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,15.333333333333334,36.333333333333336,3.6666666666666665,4.333333333333333,2.0,2.0,5.384615384615384,9.017948717948718,4.615384615384616,0.34188034188034194,0.4273504273504274,3.931623931623932,0.9401709401709403,0.5128205128205129
UFC 235: Jones vs. Smith,Cody Garbrandt - Pedro Munhoz,Cody Garbrandt,Bantamweight,L,0,21 of 60,21 of 60,0 of 0,0,0,0:04,19 of 50,1 of 6,1 of 4,20 of 59,0 of 0,1 of 1,KO/TKO,"Time:
        
        4:52","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard,7,0,2.0,4,292,21,60,21,60,0,0,19,50,1,6,1,4,20,59,0,0,1,1,4.315068493150685,4.315068493150685,3.9041095890410964,0.20547945205479454,0.20547945205479454,4.109589041095891,0.0,0.20547945205479454,0.35,0.35,0.0,0.38,0.16666666666666666,0.25,0.3389830508474576,0.0,1.0,0.2,0.0,0.0,69.4,278.4,27.6,59.0,32.2,64.2,1.0,2.8,16.6,43.6,5.0,7.6,6.0,7.8,24.0,54.6,2.0,2.6,1.6,1.8,5.722868937486025,6.643002716750239,3.4205643428069714,1.001363448939387,1.3009411457396667,5.001773047075066,0.4,0.32109589041095893
